clip_id,source_file,dataset,category,behavior_class,relevance_tier,license,actual_duration_sec,original_sr,num_windows,feature_file,split
esc50_3-153057-A-43,3-153057-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-153057-A-43.npy,train
esc50_3-154378-A-30,3-154378-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-154378-A-30.npy,train
esc50_3-154758-A-44,3-154758-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-154758-A-44.npy,train
esc50_3-154926-A-40,3-154926-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-154926-A-40.npy,train
esc50_3-154926-B-40,3-154926-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-154926-B-40.npy,val
esc50_3-155130-A-43,3-155130-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-155130-A-43.npy,train
esc50_3-155234-A-43,3-155234-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-155234-A-43.npy,val
esc50_3-156391-A-35,3-156391-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-156391-A-35.npy,train
esc50_3-156393-A-35,3-156393-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-156393-A-35.npy,train
esc50_3-157149-A-10,3-157149-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-157149-A-10.npy,train
esc50_3-157487-A-10,3-157487-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-157487-A-10.npy,train
esc50_3-157492-A-45,3-157492-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-157492-A-45.npy,train
esc50_3-157615-A-10,3-157615-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-157615-A-10.npy,train
esc50_3-159346-A-36,3-159346-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159346-A-36.npy,train
esc50_3-159346-B-36,3-159346-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159346-B-36.npy,val
esc50_3-159347-A-36,3-159347-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159347-A-36.npy,train
esc50_3-159347-B-36,3-159347-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159347-B-36.npy,train
esc50_3-159348-A-36,3-159348-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159348-A-36.npy,train
esc50_3-159445-A-45,3-159445-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159445-A-45.npy,train
esc50_3-159445-B-45,3-159445-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-159445-B-45.npy,train
esc50_3-161010-A-43,3-161010-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-161010-A-43.npy,train
esc50_3-165856-A-41,3-165856-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-165856-A-41.npy,train
esc50_3-170574-A-30,3-170574-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-170574-A-30.npy,train
esc50_3-172881-A-48,3-172881-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-172881-A-48.npy,val
esc50_3-172922-A-48,3-172922-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-172922-A-48.npy,train
esc50_3-174840-A-43,3-174840-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-174840-A-43.npy,test
esc50_3-180147-A-30,3-180147-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-180147-A-30.npy,train
esc50_3-182023-A-30,3-182023-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-182023-A-30.npy,train
esc50_3-182025-A-30,3-182025-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-182025-A-30.npy,val
esc50_3-182710-A-35,3-182710-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-182710-A-35.npy,train
esc50_3-182710-B-35,3-182710-B-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-182710-B-35.npy,train
esc50_3-188726-A-35,3-188726-A-35.wav,ESC-50,washing_machine,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-188726-A-35.npy,val
esc50_3-193767-A-47,3-193767-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-193767-A-47.npy,train
esc50_3-203371-A-39,3-203371-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-203371-A-39.npy,test
esc50_3-203373-A-39,3-203373-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-203373-A-39.npy,val
esc50_3-203374-A-39,3-203374-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-203374-A-39.npy,train
esc50_3-203375-A-39,3-203375-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-203375-A-39.npy,test
esc50_3-203377-A-39,3-203377-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-203377-A-39.npy,test
esc50_3-216280-A-39,3-216280-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-216280-A-39.npy,train
esc50_3-216281-A-39,3-216281-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-216281-A-39.npy,train
esc50_3-216284-A-39,3-216284-A-39.wav,ESC-50,glass_breaking,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-216284-A-39.npy,train
esc50_3-243726-A-43,3-243726-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-243726-A-43.npy,train
esc50_3-246513-A-16,3-246513-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-246513-A-16.npy,test
esc50_3-246513-B-16,3-246513-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_3-246513-B-16.npy,test
esc50_3-251617-A-48,3-251617-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-251617-A-48.npy,train
esc50_3-259622-A-44,3-259622-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-259622-A-44.npy,test
esc50_3-51376-A-42,3-51376-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-51376-A-42.npy,train
esc50_3-51731-A-42,3-51731-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-51731-A-42.npy,train
esc50_3-51731-B-42,3-51731-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-51731-B-42.npy,test
esc50_3-51909-A-42,3-51909-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-51909-A-42.npy,train
esc50_3-51909-B-42,3-51909-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-51909-B-42.npy,train
esc50_3-58772-A-42,3-58772-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-58772-A-42.npy,val
esc50_3-62878-A-42,3-62878-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-62878-A-42.npy,train
esc50_3-62878-B-42,3-62878-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_3-62878-B-42.npy,val
esc50_3-68630-A-40,3-68630-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-68630-A-40.npy,train
esc50_3-68630-B-40,3-68630-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-68630-B-40.npy,train
esc50_3-68630-C-40,3-68630-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_3-68630-C-40.npy,val
esc50_4-102871-A-42,4-102871-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-102871-A-42.npy,train
esc50_4-111671-A-42,4-111671-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-111671-A-42.npy,test
esc50_4-111671-B-42,4-111671-B-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-111671-B-42.npy,train
esc50_4-119647-A-48,4-119647-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119647-A-48.npy,train
esc50_4-119647-B-48,4-119647-B-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119647-B-48.npy,train
esc50_4-119647-C-48,4-119647-C-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119647-C-48.npy,test
esc50_4-119647-D-48,4-119647-D-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119647-D-48.npy,train
esc50_4-119648-A-48,4-119648-A-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119648-A-48.npy,train
esc50_4-119648-B-48,4-119648-B-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119648-B-48.npy,test
esc50_4-119648-C-48,4-119648-C-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119648-C-48.npy,val
esc50_4-119648-D-48,4-119648-D-48.wav,ESC-50,fireworks,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-119648-D-48.npy,train
esc50_4-121532-A-42,4-121532-A-42.wav,ESC-50,siren,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-121532-A-42.npy,train
esc50_4-125070-A-19,4-125070-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-125070-A-19.npy,train
esc50_4-125071-A-19,4-125071-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-125071-A-19.npy,test
esc50_4-125072-A-19,4-125072-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-125072-A-19.npy,val
esc50_4-125072-B-19,4-125072-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-125072-B-19.npy,train
esc50_4-125929-A-40,4-125929-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-125929-A-40.npy,test
esc50_4-144083-A-16,4-144083-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-144083-A-16.npy,train
esc50_4-144083-B-16,4-144083-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-144083-B-16.npy,test
esc50_4-144083-C-16,4-144083-C-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-144083-C-16.npy,train
esc50_4-144085-A-16,4-144085-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-144085-A-16.npy,train
esc50_4-146200-A-36,4-146200-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-146200-A-36.npy,test
esc50_4-149294-A-41,4-149294-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-149294-A-41.npy,train
esc50_4-149294-B-41,4-149294-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-149294-B-41.npy,test
esc50_4-156993-A-19,4-156993-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-156993-A-19.npy,train
esc50_4-157611-A-41,4-157611-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-157611-A-41.npy,val
esc50_4-157611-B-41,4-157611-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-157611-B-41.npy,train
esc50_4-160999-A-10,4-160999-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-160999-A-10.npy,train
esc50_4-161099-A-47,4-161099-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161099-A-47.npy,train
esc50_4-161099-B-47,4-161099-B-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161099-B-47.npy,val
esc50_4-161100-A-47,4-161100-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161100-A-47.npy,val
esc50_4-161103-A-47,4-161103-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161103-A-47.npy,test
esc50_4-161105-A-47,4-161105-A-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161105-A-47.npy,test
esc50_4-161105-B-47,4-161105-B-47.wav,ESC-50,airplane,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161105-B-47.npy,train
esc50_4-161127-A-10,4-161127-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161127-A-10.npy,train
esc50_4-161519-A-19,4-161519-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161519-A-19.npy,test
esc50_4-161579-A-40,4-161579-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161579-A-40.npy,train
esc50_4-161579-B-40,4-161579-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-161579-B-40.npy,val
esc50_4-163264-A-10,4-163264-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-163264-A-10.npy,train
esc50_4-163606-A-16,4-163606-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-163606-A-16.npy,val
esc50_4-163608-B-16,4-163608-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-163608-B-16.npy,train
esc50_4-163609-A-16,4-163609-A-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-163609-A-16.npy,train
esc50_4-163609-B-16,4-163609-B-16.wav,ESC-50,wind,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-163609-B-16.npy,train
esc50_4-164206-A-10,4-164206-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-164206-A-10.npy,train
esc50_4-165606-A-45,4-165606-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165606-A-45.npy,train
esc50_4-165791-A-45,4-165791-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165791-A-45.npy,train
esc50_4-165791-B-45,4-165791-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165791-B-45.npy,val
esc50_4-165813-A-19,4-165813-A-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165813-A-19.npy,train
esc50_4-165813-B-19,4-165813-B-19.wav,ESC-50,thunderstorm,IMPULSIVE,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165813-B-19.npy,train
esc50_4-165823-A-41,4-165823-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165823-A-41.npy,train
esc50_4-165823-B-41,4-165823-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165823-B-41.npy,train
esc50_4-165845-A-45,4-165845-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165845-A-45.npy,train
esc50_4-165845-B-45,4-165845-B-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165845-B-45.npy,test
esc50_4-165933-A-45,4-165933-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-165933-A-45.npy,train
esc50_4-166661-A-10,4-166661-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-166661-A-10.npy,train
esc50_4-168446-A-45,4-168446-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-168446-A-45.npy,train
esc50_4-169127-A-41,4-169127-A-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-169127-A-41.npy,train
esc50_4-169127-B-41,4-169127-B-41.wav,ESC-50,chainsaw,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-169127-B-41.npy,train
esc50_4-171652-A-44,4-171652-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-171652-A-44.npy,val
esc50_4-172732-A-36,4-172732-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-172732-A-36.npy,train
esc50_4-172733-A-36,4-172733-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-172733-A-36.npy,val
esc50_4-172734-A-36,4-172734-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-172734-A-36.npy,train
esc50_4-172736-A-36,4-172736-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-172736-A-36.npy,train
esc50_4-172736-B-36,4-172736-B-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-172736-B-36.npy,test
esc50_4-175000-A-40,4-175000-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175000-A-40.npy,train
esc50_4-175000-B-40,4-175000-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175000-B-40.npy,train
esc50_4-175000-C-40,4-175000-C-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175000-C-40.npy,train
esc50_4-175845-A-43,4-175845-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175845-A-43.npy,val
esc50_4-175846-A-43,4-175846-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175846-A-43.npy,train
esc50_4-175855-A-43,4-175855-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175855-A-43.npy,val
esc50_4-175856-A-43,4-175856-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-175856-A-43.npy,train
esc50_4-176631-A-43,4-176631-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-176631-A-43.npy,train
esc50_4-176638-A-43,4-176638-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-176638-A-43.npy,train
esc50_4-177250-A-10,4-177250-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-177250-A-10.npy,train
esc50_4-178402-A-43,4-178402-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-178402-A-43.npy,train
esc50_4-178881-A-45,4-178881-A-45.wav,ESC-50,train,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-178881-A-45.npy,val
esc50_4-180380-A-10,4-180380-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-180380-A-10.npy,train
esc50_4-181286-A-10,4-181286-A-10.wav,ESC-50,rain,STATIONARY,ENVIRONMENTAL,CC_BY_NC_4.0,5.0,44100,99,esc50_4-181286-A-10.npy,train
esc50_4-181999-A-36,4-181999-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-181999-A-36.npy,train
esc50_4-182034-A-30,4-182034-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-182034-A-30.npy,val
esc50_4-182039-A-30,4-182039-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-182039-A-30.npy,train
esc50_4-182041-A-30,4-182041-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-182041-A-30.npy,train
esc50_4-186518-A-30,4-186518-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186518-A-30.npy,val
esc50_4-186935-A-44,4-186935-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186935-A-44.npy,train
esc50_4-186936-A-44,4-186936-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186936-A-44.npy,train
esc50_4-186938-A-44,4-186938-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186938-A-44.npy,test
esc50_4-186940-A-44,4-186940-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186940-A-44.npy,train
esc50_4-186962-A-44,4-186962-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-186962-A-44.npy,train
esc50_4-187284-A-30,4-187284-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-187284-A-30.npy,train
esc50_4-188878-A-30,4-188878-A-30.wav,ESC-50,door_wood_knock,IMPULSIVE,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-188878-A-30.npy,train
esc50_4-191015-A-43,4-191015-A-43.wav,ESC-50,car_horn,NON_STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-191015-A-43.npy,train
esc50_4-193480-A-40,4-193480-A-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-193480-A-40.npy,train
esc50_4-193480-B-40,4-193480-B-40.wav,ESC-50,helicopter,NON_STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-193480-B-40.npy,val
esc50_4-194680-A-36,4-194680-A-36.wav,ESC-50,vacuum_cleaner,STATIONARY,PROXY,CC_BY_NC_4.0,5.0,44100,99,esc50_4-194680-A-36.npy,train
esc50_4-195451-A-44,4-195451-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-195451-A-44.npy,train
esc50_4-201988-A-44,4-201988-A-44.wav,ESC-50,engine,STATIONARY,CORE,CC_BY_NC_4.0,5.0,44100,99,esc50_4-201988-A-44.npy,train
